institucion,nivel,tipo_gestion,calle_sede,altura_sede,telefono_sede,nombre_carrera,titulo_intermedio,nombre_titulo_intermedio,extension_años,modalidad,area_de_interes,subcategoria,pasantias,inicio_carrera,mail,pagina_web,instagram,facebook
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN TURISMO,,,3,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN ORGANIZACIÓN DE EVENTOS,,,2.5,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICO UNIVERSITARIO EN TECNOLOGÍA DE LA INFORMACÍON I ORIENTACIÓN EN DESARROLLO DE VIDEOJUEGOS,,,3,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN TECNOLOGÍA DE LA INFORMACÍON I ORIENTACIÓN EN DESARROLLO WEB,,,3,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERITARIA EN TECNOLOGÍA DE LA INFORMACIÓN I ORIENTACIÓN EN IMPLEMENTACIÓN DE SOLUCIONES EMPRESARIALES,,,3,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,ANALISTA UNIVERSITARIO EN RELACIONES PÚBLICAS,,,2.5,Virtual,,,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,ANALISTA UNIVERSITARIO EN RELACIONES LABORALES,,,3,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,PERIODISMO,,,3,Virtual,Ciencias sociales y humanas,Comunicación,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN COMERCIALIZACIÓN,Sí,Analista en Comercialización,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,,,www.ucasal.edu.ar,,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN ECONOMÍA,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN CIENCIAS DE DATOS,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS DIGITALES,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,Sí,Analista en Relaciones Públicas e Institucionales,4,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN RECURSOS HUMANOS,,,4,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN GESTIÓN EFICIENTE DE LA ENERGÍA,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,Sí,Tecnicatura en Higiene y Seguridad en el Trabajo,4,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,CORREDOR INMOBILIARIO Y MARTILLERO PÚBLICO,No,,2,Virtual,Ciencias sociales y humanas,Jurídicas,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,PROCURACIÓN,No,,3,Virtual,Ciencias sociales y humanas,Jurídicas,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,TECNICATURA UNIVERSITARIA EN ORGANIZACIÓN Y DIRECCIÓN DE EVENTOS Y CEREMONIAL,,,2.5,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,TECNICATURA UNIVERSITARIA EN GESTIÓN DE CALIDAD,,,2.5,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,"TECNICATURA EN GESTIÓN DE BANCOS, EMPRESAS FINANCIERAS Y DE SEGUROS",,,3,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,TECNICATURA UNIVERSITARIA EN SECRETARIADO EJECUTIVO,,,2.5,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,TECNICATURA UNIVERSITARIA EN SEGURIDAD INFORMÁTICA,,,2.5,Virtual,Ciencias sociales y humanas,Comunicación,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Terciario,Privada,"Casey, Avenida (Par)",790,3462415158,TECNICATURA UNIVERSITARIA EN OPERACIONES MINERAS E INDUSTRIALES,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UTN (Universidad Tecnológica Nacional),Terciario,Pública,Laprida (Impar),651,3462425534,TECNICATURA UNIVERSITARIA EN MANTENIMIENTO INDUSTRIAL,,,2,Presencial,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,2001,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,utnvenadotuerto,
UTN (Universidad Tecnológica Nacional),Terciario,Pública,Laprida (Impar),651,3462425534,TECNICATURA UNIVERSITARIA EN PROGRAMACIÓN,,,2,Mixta,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,1996,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,utnvenadotuerto,
UTN (Universidad Tecnológica Nacional),Terciario,Pública,Laprida (Impar),651,3462425534,TECNICATURA UNIVERSITARIA EN SEGURIDAD VIAL,,,3,Presencial,Ciencias sociales y humanas,Defensa y seguridad,,2012,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,utnvenadotuerto,
UTN (Universidad Tecnológica Nacional),Terciario,Pública,Laprida (Impar),651,3462425534,TECNICATURA UNIVERSITARIA EN RADIOLOGÍA,,,3,Presencial,Ciencias biológicas y de la salud,Salud,,2021,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,utnvenadotuerto,
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN RELACIONES INTERNACIONALES,,,4,Virtual,Ciencias sociales y humanas,Social,,,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN TURISMO,,,4,Virtual,Ciencias sociales y humanas,Social,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN PROGRAMACIÓN,Sí,Certificado intermedio de Auxiliar en Programación,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN DATA SCIENCE,Sí,Certificado intermedio de Auxiliar en Data Science,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3462641688,TECNICATURA SUPERIOR EN CLOUD ADMINISTRATION,Sí,Certificado intermedio de Auxiliar en Administración en a Nube,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN MARKETING DIGITAL,Sí,Certificado intermedio de Marketing Digital,,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN INBOUND MARKETING,Sí,Certificado intermedio de Auxiliar en Inbound Marketing,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN GESTIÓN CONTABLE,Sí,Certificado intermedio de Auxiliar en Gestión Contable,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN GESTIÓN DE LA EMPRESA AGRARIA,Sí,Certificado intermedio de Auxiliar en Gestión de la Empresa Agraria,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Pública,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN SEGUROS,Sí,Certificado intermedio de Auxiliar en Seguros,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN RELACIONES LABORALES,Sí,Certificado intermedio de Auxiliar e Relaciones Laborales,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN GESTIÓN HOTELERA,Sí,Certificado intermedio de Auxiliar en Gestión Hotelera,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN PLANIFICACIÓN Y ORGANIZACIÓN DE EVENTOS,Sí,Certificado intermedio de Auxiliar en Planificación y Organización de Eventos,2,Virtual,Ciencias sociales y humanas,Social,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN REDES INFORMÁTICAS,Sí,Certificado intermedio de Auxiliar en Redes Informáticas,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN SEGURIDAD INFORMÁTICA,Sí,Certificado intermedio de Auxiliar en Seguridad Informática,2,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN QUALITY ASSURANCE,Sí,Certificado intermedio de Auxiliar en Quality Assurance,2,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN CUSTOMER EXPERIENCE,Sí,Certificado intermedio de Auxiliar en Customer Experience,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
TECLAB (Instituto Técnico Superior),Terciario,Privada,Maipú,1102,3472641688,TECNICATURA SUPERIOR EN PERIODISMO Y NUEVAS TECNOLOGÍAS,Sí,Certificado intermedio de Auxiliar en Periodismo y Nuevas Tecnologías,2,Virtual,Ciencias sociales y humanas,Comunicación,,,karin.brochero@cau.ues21.edu.ar,teclab.edu.ar,teclabinstituto,
SIGLO 21 (Universidad Siglo 21),Universitario,Privada,Maipú,1102,3462531039,LICENCIATURA EN GESTIÓN DE LA INFORMACIÓN,No,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No,,,,,
